,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
27966,1.238690322009469e+18,Sat Mar 14 04:56:01 +0000 2020,"RT @nibs274: #Depression is real, but you can never fully appreciate the good times, if you haven't experienced the bad times.  More #Depre…",en,"[{'text': 'Depression', 'indices': [13, 24]}]",['depression'],,": is real, but you can never fully appreciate the good times, if you haven't eerienced the bad times. More …",real never fully appreciate good times n't eerienced bad times More …,"['real', 'never', 'fully', 'appreciate', 'good', 'times', 'eerienced', 'bad', 'times', 'more']","real,never,fully,appreciate,good,time,eerienced,bad,time,more",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26196,1.2386824382403666e+18,Sat Mar 14 04:24:41 +0000 2020,"#fear #fears #panic #booklover #booklovers #read  
It may sound strange but a good book can take your mind off the… https://t.co/ekc3J2KFD8",en,"[{'text': 'fear', 'indices': [0, 5]}, {'text': 'fears', 'indices': [6, 12]}, {'text': 'panic', 'indices': [13, 19]}, {'text': 'booklover', 'indices': [20, 30]}, {'text': 'booklovers', 'indices': [31, 42]}, {'text': 'read', 'indices': [43, 48]}]","['fear', 'fears', 'panic', 'booklover', 'booklovers', 'read']",,It may sound strange but a good book can take your mind off the…,It may sound strange good book take mind the…,"['it', 'may', 'sound', 'strange', 'good', 'book', 'take', 'mind', 'the']","it,may,sound,strange,good,book,take,mind,the",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
1768,1.2386011669523374e+18,Fri Mar 13 23:01:44 +0000 2020,RT @realTomChapman: On behalf of all Americans we wish you a speedy recovery Mrs. Trudeau. This really sucks. 😢,en,[],[],😢,: On behalf of all Americans we wish you a speedy recovery Mrs. Trudeau. This really sucks.,On behalf Americans wish speedy recovery Mrs. Trudeau This really sucks,"['on', 'behalf', 'americans', 'wish', 'speedy', 'recovery', 'trudeau', 'this', 'really', 'sucks']","on,behalf,american,wish,speedy,recovery,trudeau,this,really,suck",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,fearclass
28032,1.2386906448241295e+18,Sat Mar 14 04:57:18 +0000 2020,"How to cope with coronavirus anxiety?

https://t.co/CQT1nqpzrH #coronavirus #anxiety",en,"[{'text': 'coronavirus', 'indices': [63, 75]}, {'text': 'anxiety', 'indices': [76, 84]}]","['coronavirus', 'anxiety']",,How to cope with coronavirus anxiety?,How cope coronavirus anxiety,"['how', 'cope', 'coronavirus', 'anxiety']","how,cope,coronavirus,anxiety",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26371,1.2386831601932943e+18,Sat Mar 14 04:27:33 +0000 2020,"Haryana Medicals and paramedics are not given masks....and corona is #epidemic  what a kind of joke it is @cmohry ,… https://t.co/2nrywOdGwD",en,"[{'text': 'epidemic', 'indices': [69, 78]}]",['epidemic'],,"Haryana Medicals and paramedics are not given masks....and corona is what a kind of joke it is ,…",Haryana Medicals paramedics given masks ... .and corona kind joke …,"['haryana', 'medicals', 'paramedics', 'given', 'masks', 'corona', 'kind', 'joke']","haryana,medical,paramedic,given,mask,corona,kind,joke",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26372,1.2386831635613082e+18,Sat Mar 14 04:27:34 +0000 2020,Working from home is going to bring back my #depression 🤪🔥🆘,en,"[{'text': 'depression', 'indices': [44, 55]}]",['depression'],🤪🔥🆘,Working from home is going to bring back my 🤪🆘,Working home going bring back 🤪🆘,"['working', 'home', 'going', 'bring', 'back']","working,home,going,bring,back",0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,2,fearclass
25580,1.238680251586224e+18,Sat Mar 14 04:16:00 +0000 2020,"Learn how #PEMF therapy can be used to fight #anxiety, #depression, brain fog &amp; other #brainhealth issues that are… https://t.co/PD9PLXkW73",en,"[{'text': 'PEMF', 'indices': [10, 15]}, {'text': 'anxiety', 'indices': [45, 53]}, {'text': 'depression', 'indices': [55, 66]}, {'text': 'brainhealth', 'indices': [90, 102]}]","['pemf', 'anxiety', 'depression', 'brainhealth']",,"Learn how therapy can be used to fight , , brain fog &amp; other issues that are…",Learn therapy used fight brain fog amp issues are…,"['learn', 'therapy', 'used', 'fight', 'brain', 'fog', 'amp', 'issues', 'are']","learn,therapy,used,fight,brain,fog,amp,issue,are",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,fearclass
26285,1.2386827561771663e+18,Sat Mar 14 04:25:57 +0000 2020,"@reyloao3 i’ll back down lord gia, have fun with your kinky mask 🥵",en,[],[],🥵,"i’ll back down lord gia, have fun with your kinky mask 🥵",’ back lord gia fun kinky mask 🥵,"['back', 'lord', 'gia', 'fun', 'kinky', 'mask']","back,lord,gia,fun,kinky,mask",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,fearclass
25739,1.238680921252954e+18,Sat Mar 14 04:18:39 +0000 2020,@TheOtakuJAE Fun day. Love Betty Boop! That mask.... 😱,en,[],[],😱,Fun day. Love Betty Boop! That mask....,Fun day Love Betty Boop That mask ...,"['fun', 'day', 'love', 'betty', 'boop', 'that', 'mask']","fun,day,love,betty,boop,that,mask",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,fearclass
27083,1.2386863471682765e+18,Sat Mar 14 04:40:13 +0000 2020,RT @MiaStJohnBoxer: Nothing can stop me now! 🏃🏽‍♀️ Training for #LaJolla #Marathon in a bit of rain 🌧 ☔️ #anxiety #addiction will be defeat…,en,"[{'text': 'LaJolla', 'indices': [64, 72]}, {'text': 'Marathon', 'indices': [73, 82]}, {'text': 'anxiety', 'indices': [105, 113]}, {'text': 'addiction', 'indices': [114, 124]}]","['lajolla', 'marathon', 'anxiety', 'addiction']",🏃🏽♀🌧☔,: Nothing can stop me now! ‍️ Training for in a bit of rain ️ will be defeat…,Nothing stop ‍️ Training bit rain ️ defeat…,"['nothing', 'stop', 'training', 'bit', 'rain', 'defeat']","nothing,stop,training,bit,rain,defeat",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
27211,1.2386869142968443e+18,Sat Mar 14 04:42:28 +0000 2020,US: Immigrants can seek coronavirus care without #fear - Mar 14 @ 12:40 AM ET https://t.co/EOpAa2qGcJ,en,"[{'text': 'fear', 'indices': [49, 54]}]",['fear'],,US: Immigrants can seek coronavirus care without - Mar :40 AM ET,US Immigrants seek coronavirus care without Mar :40 AM ET,"['us', 'immigrants', 'seek', 'coronavirus', 'care', 'without', 'mar', '40', 'am', 'et']","u,immigrant,seek,coronavirus,care,without,mar,40,am,et",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26282,1.2386827431412122e+18,Sat Mar 14 04:25:54 +0000 2020,"COVID-19
Coming together through social distancing. How are you coping? #RecoveryPosse #anxiety #mentalhealth",en,"[{'text': 'RecoveryPosse', 'indices': [72, 86]}, {'text': 'anxiety', 'indices': [87, 95]}, {'text': 'mentalhealth', 'indices': [96, 109]}]","['recoveryposse', 'anxiety', 'mentalhealth']",,COVID-19 Coming together through social distancing. How are you coping?,COVID-19 Coming together social distancing How coping,"['coming', 'together', 'social', 'distancing', 'how', 'coping']","coming,together,social,distancing,how,coping",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
25658,1.2386805731384238e+18,Sat Mar 14 04:17:16 +0000 2020,"Link in bio 
#therapy #selfcare #mentalhealth #anxiety #songwriter https://t.co/bCZcGKyP3G",en,"[{'text': 'therapy', 'indices': [13, 21]}, {'text': 'selfcare', 'indices': [22, 31]}, {'text': 'mentalhealth', 'indices': [32, 45]}, {'text': 'anxiety', 'indices': [46, 54]}, {'text': 'songwriter', 'indices': [55, 66]}]","['therapy', 'selfcare', 'mentalhealth', 'anxiety', 'songwriter']",,Link in bio,Link bio,"['link', 'bio']","link,bio",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26658,1.2386843487711846e+18,Sat Mar 14 04:32:17 +0000 2020,The future of golf apparel🥶🥶🥶#golf #minorityownedbusiness #minoritybusiness #tigerwoods #tiger #mga… https://t.co/qWtpo7DmXS,en,"[{'text': 'golf', 'indices': [29, 34]}, {'text': 'minorityownedbusiness', 'indices': [35, 57]}, {'text': 'minoritybusiness', 'indices': [58, 75]}, {'text': 'tigerwoods', 'indices': [76, 87]}, {'text': 'tiger', 'indices': [88, 94]}, {'text': 'mga', 'indices': [95, 99]}]","['golf', 'minorityownedbusiness', 'minoritybusiness', 'tigerwoods', 'tiger', 'mga']",🥶🥶🥶,The future of golf apparel🥶🥶🥶 …,The future golf apparel🥶🥶🥶 …,"['the', 'future', 'golf', 'apparel']","the,future,golf,apparel",0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,fearclass
1687,1.238601142222721e+18,Fri Mar 13 23:01:39 +0000 2020,Beautiful!  My people have heart and class!  RIP my fellow Italianos!😢,en,[],[],😢,Beautiful! My people have heart and class! RIP my fellow Italianos!,Beautiful My people heart class RIP fellow Italianos,"['beautiful', 'my', 'people', 'heart', 'class', 'rip', 'fellow', 'italianos']","beautiful,my,people,heart,class,rip,fellow,italianos",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,fearclass
26834,1.2386852200874967e+18,Sat Mar 14 04:35:44 +0000 2020,"On this #FridayThe13th, a look at one way that humans cope with #anxiety: by creating rituals (via @WestVirginiaU)  https://t.co/Oy8BgoeNM6",en,"[{'text': 'FridayThe13th', 'indices': [8, 22]}, {'text': 'anxiety', 'indices': [64, 72]}]","['fridaythe13th', 'anxiety']",,"On this , a look at one way that humans cope with : by creating rituals (via )",On look one way humans cope creating rituals via,"['on', 'look', 'one', 'way', 'humans', 'cope', 'creating', 'rituals', 'via']","on,look,one,way,human,cope,creating,ritual,via",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
25572,1.2386802119626301e+18,Sat Mar 14 04:15:50 +0000 2020,@Kirsten_Littrel It's not vaccines/cures that make the difference in an #epidemic involving an emerging infectious… https://t.co/IIbM7FE3Nm,en,"[{'text': 'epidemic', 'indices': [72, 81]}]",['epidemic'],,It's not vaccines/cures that make the difference in an involving an emerging infectious…,It 's vaccines/cures make difference involving emerging infectious…,"['it', 'vaccines', 'cures', 'make', 'difference', 'involving', 'emerging', 'infectious']","it,vaccine,cure,make,difference,involving,emerging,infectious",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26795,1.238685042102145e+18,Sat Mar 14 04:35:02 +0000 2020,A central master driver of psychosocial stress responses in the rat #science #stress #mindbody… https://t.co/YWcLCkbZsU,en,"[{'text': 'science', 'indices': [68, 76]}, {'text': 'stress', 'indices': [77, 84]}, {'text': 'mindbody', 'indices': [85, 94]}]","['science', 'stress', 'mindbody']",,A central master driver of psychosocial stress responses in the rat …,A central master driver psychosocial stress responses rat …,"['a', 'central', 'master', 'driver', 'psychosocial', 'stress', 'responses', 'rat']","a,central,master,driver,psychosocial,stress,response,rat",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26272,1.2386827071122104e+18,Sat Mar 14 04:25:45 +0000 2020,22 years since our lives have changed n i miss your each n every day #rip Jane Luvitha Soans 😢,en,"[{'text': 'rip', 'indices': [69, 73]}]",['rip'],😢,years since our lives have changed n i miss your each n every day Jane Luvitha Soans,years since lives changed n miss n every day Jane Luvitha Soans,"['years', 'since', 'lives', 'changed', 'n', 'miss', 'n', 'every', 'day', 'jane', 'luvitha', 'soans']","year,since,life,changed,n,miss,n,every,day,jane,luvitha,soans",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,fearclass
26983,1.238685929684054e+18,Sat Mar 14 04:38:33 +0000 2020,"RT @ChiromoLMC: On Monday we'll be talking about an intimate topic -- Women, #Depression &amp; Postpartum Depression. Make sure you tune in for…",en,"[{'text': 'Depression', 'indices': [77, 88]}]",['depression'],,": On Monday we'll be talking about an intimate topic -- Women, &amp; Postpartum Depression. Make sure you tune in for…",On Monday 'll talking intimate topic -- Women amp Postpartum Depression Make sure tune for…,"['on', 'monday', 'talking', 'intimate', 'topic', 'women', 'amp', 'postpartum', 'depression', 'make', 'sure', 'tune', 'for']","on,monday,talking,intimate,topic,woman,amp,postpartum,depression,make,sure,tune,for",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
25925,1.238681627162579e+18,Sat Mar 14 04:21:28 +0000 2020,RT @CaptPaulWatson: DEALING WITH COVID-19 STRESS - https://t.co/5mlicBUIbJ #panicbuying #Corvid-19 #Stress #QuarantineAndChill #Pandemic #s…,en,"[{'text': 'panicbuying', 'indices': [75, 87]}, {'text': 'Corvid', 'indices': [88, 95]}, {'text': 'Stress', 'indices': [99, 106]}, {'text': 'QuarantineAndChill', 'indices': [107, 126]}, {'text': 'Pandemic', 'indices': [127, 136]}]","['panicbuying', 'corvid', 'stress', 'quarantineandchill', 'pandemic']",,: DEALING WITH COVID-19 STRESS - …,DEALING WITH COVID-19 STRESS …,"['dealing', 'with', 'stress']","dealing,with,stress",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26342,1.2386830320868188e+18,Sat Mar 14 04:27:03 +0000 2020,"@nikoCSFB ""sinking Ship mentality"" #horrible",en,"[{'text': 'horrible', 'indices': [35, 44]}]",['horrible'],,"""sinking Ship mentality""",`` sinking Ship mentality '',"['sinking', 'ship', 'mentality']","sinking,ship,mentality",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26492,1.2386836783871754e+18,Sat Mar 14 04:29:37 +0000 2020,RT @alyssalambo: I can’t believe I just scheduled for senior year ha ha ha #hi #depression,en,"[{'text': 'hi', 'indices': [75, 78]}, {'text': 'depression', 'indices': [79, 90]}]","['hi', 'depression']",,: I can’t believe I just scheduled for senior year ha ha ha,I ’ believe I scheduled senior year ha ha ha,"['i', 'believe', 'i', 'scheduled', 'senior', 'year', 'ha', 'ha', 'ha']","i,believe,i,scheduled,senior,year,ha,ha,ha",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26205,1.238682473178923e+18,Sat Mar 14 04:24:49 +0000 2020,"RT @tanushreepodder: #fear #fears #panic #booklover #booklovers #read  
It may sound strange but a good book can take your mind off the pan…",en,"[{'text': 'fear', 'indices': [21, 26]}, {'text': 'fears', 'indices': [27, 33]}, {'text': 'panic', 'indices': [34, 40]}, {'text': 'booklover', 'indices': [41, 51]}, {'text': 'booklovers', 'indices': [52, 63]}, {'text': 'read', 'indices': [64, 69]}]","['fear', 'fears', 'panic', 'booklover', 'booklovers', 'read']",,: It may sound strange but a good book can take your mind off the pan…,It may sound strange good book take mind pan…,"['it', 'may', 'sound', 'strange', 'good', 'book', 'take', 'mind', 'pan']","it,may,sound,strange,good,book,take,mind,pan",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
25601,1.2386803445781955e+18,Sat Mar 14 04:16:22 +0000 2020,Insight Timer is awesome.  #Coronavirus #anxiety #meditation,en,"[{'text': 'Coronavirus', 'indices': [27, 39]}, {'text': 'anxiety', 'indices': [40, 48]}, {'text': 'meditation', 'indices': [49, 60]}]","['coronavirus', 'anxiety', 'meditation']",,Insight Timer is awesome.,Insight Timer awesome,"['insight', 'timer', 'awesome']","insight,timer,awesome",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
25875,1.2386814276606362e+18,Sat Mar 14 04:20:40 +0000 2020,"Freak me out! LOL!
#horror #robot #light #scary #fear #jumpscary",en,"[{'text': 'horror', 'indices': [19, 26]}, {'text': 'robot', 'indices': [27, 33]}, {'text': 'light', 'indices': [34, 40]}, {'text': 'scary', 'indices': [41, 47]}, {'text': 'fear', 'indices': [48, 53]}, {'text': 'jumpscary', 'indices': [54, 64]}]","['horror', 'robot', 'light', 'scary', 'fear', 'jumpscary']",,Freak me out! LOL!,Freak LOL,"['freak', 'lol']","freak,lol",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26749,1.238684871477932e+18,Sat Mar 14 04:34:21 +0000 2020,FOLLOW #CORONAVIRUS #coronaUPDATE  #EPIDEMIC #PANIC #SUPERMARKETS  #HYSTERIA #DrDrew #News #outbreak  #Corona… https://t.co/kJkZOZb7I0,en,"[{'text': 'CORONAVIRUS', 'indices': [7, 19]}, {'text': 'coronaUPDATE', 'indices': [20, 33]}, {'text': 'EPIDEMIC', 'indices': [35, 44]}, {'text': 'PANIC', 'indices': [45, 51]}, {'text': 'SUPERMARKETS', 'indices': [52, 65]}, {'text': 'HYSTERIA', 'indices': [67, 76]}, {'text': 'DrDrew', 'indices': [77, 84]}, {'text': 'News', 'indices': [85, 90]}, {'text': 'outbreak', 'indices': [91, 100]}, {'text': 'Corona', 'indices': [102, 109]}]","['coronavirus', 'coronaupdate', 'epidemic', 'panic', 'supermarkets', 'hysteria', 'drdrew', 'news', 'outbreak', 'corona']",,FOLLOW …,FOLLOW …,['follow'],follow,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
27394,1.2386876723627295e+18,Sat Mar 14 04:45:29 +0000 2020,"RT @MayoClinic: #WomensWellness: While #stress is known to play a role in #HeartDisease, recent research presented at the @American_Heart S…",en,"[{'text': 'WomensWellness', 'indices': [16, 31]}, {'text': 'stress', 'indices': [39, 46]}, {'text': 'HeartDisease', 'indices': [74, 87]}]","['womenswellness', 'stress', 'heartdisease']",,": : While is known to play a role in , recent research presented at the S…",While known play role recent research presented S…,"['while', 'known', 'play', 'role', 'recent', 'research', 'presented', 's']","while,known,play,role,recent,research,presented,s",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
27470,1.238687965431214e+18,Sat Mar 14 04:46:39 +0000 2020,"RT @ausrotaryhealth: ""What people don’t realize is this increased level of everyday #anxiety is how chronically ill people feel all the tim…",en,"[{'text': 'anxiety', 'indices': [84, 92]}]",['anxiety'],,": ""What people don’t realize is this increased level of everyday is how chronically ill people feel all the tim…",`` What people ’ realize increased level everyday chronically ill people feel tim…,"['what', 'people', 'realize', 'increased', 'level', 'everyday', 'chronically', 'ill', 'people', 'feel', 'tim']","what,people,realize,increased,level,everyday,chronically,ill,people,feel,tim",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26702,1.2386845699450102e+18,Sat Mar 14 04:33:09 +0000 2020,RT @AulaniFreitas: Decompressing after Costco shopping... #noonedied #anxiety #linestothebackofstore Hawaii island needs @SamsClub miss the…,en,"[{'text': 'noonedied', 'indices': [58, 68]}, {'text': 'anxiety', 'indices': [69, 77]}, {'text': 'linestothebackofstore', 'indices': [78, 100]}]","['noonedied', 'anxiety', 'linestothebackofstore']",,: Decompressing after Costco shopping... Hawaii island needs miss the…,Decompressing Costco shopping ... Hawaii island needs miss the…,"['decompressing', 'costco', 'shopping', 'hawaii', 'island', 'needs', 'miss', 'the']","decompressing,costco,shopping,hawaii,island,need,miss,the",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
27423,1.2386877913468436e+18,Sat Mar 14 04:45:57 +0000 2020,#YoYoMa #SelfCare #MusicSoothesTheSoul #COVID19US  #Anxiety #TrumpIsTheVirus(malignant narcissism IS the most dange… https://t.co/LUsM5H3zIo,en,"[{'text': 'YoYoMa', 'indices': [0, 7]}, {'text': 'SelfCare', 'indices': [8, 17]}, {'text': 'MusicSoothesTheSoul', 'indices': [18, 38]}, {'text': 'COVID19US', 'indices': [39, 49]}, {'text': 'Anxiety', 'indices': [51, 59]}, {'text': 'TrumpIsTheVirus', 'indices': [60, 76]}]","['yoyoma', 'selfcare', 'musicsoothesthesoul', 'covid19us', 'anxiety', 'trumpisthevirus']",,(malignant narcissism IS the most dange…,malignant narcissism IS dange…,"['malignant', 'narcissism', 'is', 'dange']","malignant,narcissism,is,dange",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
25539,1.2386800993287987e+18,Sat Mar 14 04:15:23 +0000 2020,I  can't see any reason to keep going on. I'm going to hurt someone . #depression @Imheret45140132,en,"[{'text': 'depression', 'indices': [70, 81]}]",['depression'],,I can't see any reason to keep going on. I'm going to hurt someone .,I ca n't see reason keep going I 'm going hurt someone,"['i', 'ca', 'see', 'reason', 'keep', 'going', 'i', 'm', 'going', 'hurt', 'someone']","i,ca,see,reason,keep,going,i,m,going,hurt,someone",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
26700,1.2386845660738724e+18,Sat Mar 14 04:33:08 +0000 2020,I am back on #twitter after a hiatus. We will see how long it will last before I stop. This place gives me #anxiety.,en,"[{'text': 'twitter', 'indices': [13, 21]}, {'text': 'anxiety', 'indices': [107, 115]}]","['twitter', 'anxiety']",,I am back on after a hiatus. We will see how long it will last before I stop. This place gives me .,I back hiatus We see long last I stop This place gives,"['i', 'back', 'hiatus', 'we', 'see', 'long', 'last', 'i', 'stop', 'this', 'place', 'gives']","i,back,hiatus,we,see,long,last,i,stop,this,place,give",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,fearclass
