,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
11988,1.2386148150751724e+18,Fri Mar 13 23:55:58 +0000 2020,As soon as it get hot now they wanna pop out with this virus 😭😭😭😂😂😭😂😂,en,[],[],😭😭😭😂😂😭😂😂,As soon as it get hot now they wanna pop out with this virus,As soon get hot wan na pop virus,"['as', 'soon', 'get', 'hot', 'wan', 'na', 'pop', 'virus']","a,soon,get,hot,wan,na,pop,virus",0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,4,surpriseclass
19002,1.2386554064671662e+18,Sat Mar 14 02:37:16 +0000 2020,"What is your next move?
🤓
🤓
🤓
#frustration #frustratedthoughts #pmmathis #pewpartners #dontgiveup @ Decatur, Alabama https://t.co/7Vvf2cc1Lo",en,"[{'text': 'frustration', 'indices': [30, 42]}, {'text': 'frustratedthoughts', 'indices': [43, 62]}, {'text': 'pmmathis', 'indices': [63, 72]}, {'text': 'pewpartners', 'indices': [73, 85]}, {'text': 'dontgiveup', 'indices': [86, 97]}]","['frustration', 'frustratedthoughts', 'pmmathis', 'pewpartners', 'dontgiveup']",🤓🤓🤓,"What is your next move? 🤓 🤓 🤓 Decatur, Alabama",What next move 🤓 🤓 🤓 Decatur Alabama,"['what', 'next', 'move', 'decatur', 'alabama']","what,next,move,decatur,alabama",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
18065,1.2386172351841812e+18,Sat Mar 14 00:05:35 +0000 2020,RT @_isaiah_woods_: Remember the dog #Minecraft #minecraftedit #memes #sad https://t.co/NRb4rKww99,en,"[{'text': 'Minecraft', 'indices': [37, 47]}, {'text': 'minecraftedit', 'indices': [48, 62]}, {'text': 'memes', 'indices': [63, 69]}, {'text': 'sad', 'indices': [70, 74]}]","['minecraft', 'minecraftedit', 'memes', 'sad']",,: Remember the dog,Remember dog,"['remember', 'dog']","remember,dog",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
25312,1.2386790138262036e+18,Sat Mar 14 04:11:05 +0000 2020,@misofanacc where are ur mask and gloves 😭😭😭,en,[],[],😭😭😭,where are ur mask and gloves,ur mask gloves,"['ur', 'mask', 'gloves']","ur,mask,glove",0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,3,surpriseclass
19007,1.2386554290366054e+18,Sat Mar 14 02:37:22 +0000 2020,"@innvke @urdeadgranny @fe__d @YoFiasco @asxhse @_zylux @hoIIons @o6ituary @clays1k @glizz2700 @rivrsXD damn no tag , #sad",en,"[{'text': 'sad', 'indices': [117, 121]}]",['sad'],,"damn no tag ,",damn tag,"['damn', 'tag']","damn,tag",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
14196,1.2386156994608497e+18,Fri Mar 13 23:59:29 +0000 2020,"Wow, i choked 🥴😭",en,[],[],🥴😭,"Wow, i choked 🥴",Wow choked 🥴,"['wow', 'choked']","wow,choked",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
23974,1.2386732254392197e+18,Sat Mar 14 03:48:05 +0000 2020,Our graduate conference got cancelled. #sad,en,"[{'text': 'sad', 'indices': [39, 43]}]",['sad'],,Our graduate conference got cancelled.,Our graduate conference got cancelled,"['our', 'graduate', 'conference', 'got', 'cancelled']","our,graduate,conference,got,cancelled",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
14210,1.2386157037391217e+18,Fri Mar 13 23:59:30 +0000 2020,RT @1997PRINT: praying for my uni to get closed off due the corona virus 😔💔,en,[],[],😔💔,: praying for my uni to get closed off due the corona virus,praying uni get closed due corona virus,"['praying', 'uni', 'get', 'closed', 'due', 'corona', 'virus']","praying,uni,get,closed,due,corona,virus",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,surpriseclass
25564,1.2386801850394583e+18,Sat Mar 14 04:15:44 +0000 2020,a paint mask😳😭,en,[],[],😳😭,a paint mask,paint mask,"['paint', 'mask']","paint,mask",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
564,1.2385987131840061e+18,Fri Mar 13 22:51:59 +0000 2020,"@jdawsey1 Welcome to the modern day @GOP 

#sad",en,"[{'text': 'sad', 'indices': [43, 47]}]",['sad'],,Welcome to the modern day,Welcome modern day,"['welcome', 'modern', 'day']","welcome,modern,day",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
19025,1.2386554617606472e+18,Sat Mar 14 02:37:29 +0000 2020,"RT @strandsqueen: why is the way ronen is just casually saying ""this fucking sucks"" in a mask SENDING ME 😭😭",en,[],[],😭😭,": why is the way ronen is just casually saying ""this fucking sucks"" in a mask SENDING ME",way ronen casually saying `` fucking sucks '' mask SENDING ME,"['way', 'ronen', 'casually', 'saying', 'fucking', 'sucks', 'mask', 'sending', 'me']","way,ronen,casually,saying,fucking,suck,mask,sending,me",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,surpriseclass
7499,1.2386131338428826e+18,Fri Mar 13 23:49:18 +0000 2020,@odjxvii_ I’m saying 😩 virus even got Delta comfort+ looking like a regular ticket price 🤯,en,[],[],😩🤯,I’m saying virus even got Delta comfort+ looking like a regular ticket price 🤯,I ’ saying virus even got Delta comfort+ looking like regular ticket price 🤯,"['i', 'saying', 'virus', 'even', 'got', 'delta', 'looking', 'like', 'regular', 'ticket', 'price']","i,saying,virus,even,got,delta,looking,like,regular,ticket,price",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,surpriseclass
2258,1.2386114050136924e+18,Fri Mar 13 23:42:25 +0000 2020,"RT @ThatsBlackSnow: Corona Virus messing up everybody Spring Break in Texas 😂😂😭😭 

( Houston , Austin , Dallas all the events getting cance…",en,[],[],😂😂😭😭,": Corona Virus messing up everybody Spring Break in Texas ( Houston , Austin , Dallas all the events getting cance…",Corona Virus messing everybody Spring Break Texas Houston Austin Dallas events getting cance…,"['corona', 'virus', 'messing', 'everybody', 'spring', 'break', 'texas', 'houston', 'austin', 'dallas', 'events', 'getting', 'cance']","corona,virus,messing,everybody,spring,break,texas,houston,austin,dallas,event,getting,cance",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,surpriseclass
23853,1.2386727500733604e+18,Sat Mar 14 03:46:11 +0000 2020,@davejorgenson He looked better with a beard! #Sad,en,"[{'text': 'Sad', 'indices': [46, 50]}]",['sad'],,He looked better with a beard!,He looked better beard,"['he', 'looked', 'better', 'beard']","he,looked,better,beard",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
13247,1.2386153113743565e+18,Fri Mar 13 23:57:57 +0000 2020,RT @tinnoil: im trying to be positive 😖 https://t.co/dP7jGF9nMX,en,[],[],😖,: im trying to be positive,im trying positive,"['i', 'm', 'trying', 'positive']","i,m,trying,positive",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,surpriseclass
14259,1.2386157213887078e+18,Fri Mar 13 23:59:35 +0000 2020,Bps really shut down until April 27th! The last thing I’m worried about is the corona virus. 😭😩. It’s finna get real in these streets 🥴,en,[],[],😭😩🥴,Bps really shut down until April th! The last thing I’m worried about is the corona virus. . It’s finna get real in these streets 🥴,Bps really shut April th The last thing I ’ worried corona virus It ’ finna get real streets 🥴,"['bps', 'really', 'shut', 'april', 'th', 'the', 'last', 'thing', 'i', 'worried', 'corona', 'virus', 'it', 'finna', 'get', 'real', 'streets']","bps,really,shut,april,th,the,last,thing,i,worried,corona,virus,it,finna,get,real,street",0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,1,0,2,surpriseclass
14274,1.2386157285859779e+18,Fri Mar 13 23:59:36 +0000 2020,RT @papalbadass: The Italian Air Force with a show of solidarity to the Italian people!  😭 so beautiful! The black jet symbolizes the virus…,en,[],[],😭,: The Italian Air Force with a show of solidarity to the Italian people! so beautiful! The black jet symbolizes the virus…,The Italian Air Force show solidarity Italian people beautiful The black jet symbolizes virus…,"['the', 'italian', 'air', 'force', 'show', 'solidarity', 'italian', 'people', 'beautiful', 'the', 'black', 'jet', 'symbolizes', 'virus']","the,italian,air,force,show,solidarity,italian,people,beautiful,the,black,jet,symbolizes,virus",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
27890,1.238689929670144e+18,Sat Mar 14 04:54:27 +0000 2020,@Kristal2768 @BetteMidler @POTUS You won't be able to see it. #SAD,en,"[{'text': 'SAD', 'indices': [62, 66]}]",['sad'],,You won't be able to see it.,You wo n't able see,"['you', 'wo', 'able', 'see']","you,wo,able,see",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
14293,1.238615738031788e+18,Fri Mar 13 23:59:38 +0000 2020,Bruh! The masks are getting more and more creative!!! 😩😩,en,[],[],😩😩,Bruh! The masks are getting more and more creative!!!,Bruh The masks getting creative,"['bruh', 'the', 'masks', 'getting', 'creative']","bruh,the,mask,getting,creative",0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,surpriseclass
27404,1.238687721507283e+18,Sat Mar 14 04:45:41 +0000 2020,u r insecure and mask it by being a bitch.....girl go to therapy instead 😭😂,en,[],[],😭😂,u r insecure and mask it by being a bitch.....girl go to therapy instead,u r insecure mask bitch ... ..girl go therapy instead,"['u', 'r', 'insecure', 'mask', 'bitch', 'girl', 'go', 'therapy', 'instead']","u,r,insecure,mask,bitch,girl,go,therapy,instead",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
13021,1.2386152435316163e+18,Fri Mar 13 23:57:41 +0000 2020,I’m fucking wheezing 😭😭,en,[],[],😭😭,I’m fucking wheezing,I ’ fucking wheezing,"['i', 'fucking', 'wheezing']","i,fucking,wheezing",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,surpriseclass
3571,1.238611799076823e+18,Fri Mar 13 23:43:59 +0000 2020,This blew my mind 🤯,en,[],[],🤯,This blew my mind 🤯,This blew mind 🤯,"['this', 'blew', 'mind']","this,blew,mind",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,surpriseclass
25910,1.2386815796287488e+18,Sat Mar 14 04:21:16 +0000 2020,losing a best friend is #sad,en,"[{'text': 'sad', 'indices': [24, 28]}]",['sad'],,losing a best friend is,losing best friend,"['losing', 'best', 'friend']","losing,best,friend",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
8491,1.2386135062885294e+18,Fri Mar 13 23:50:46 +0000 2020,Omg you scared me 😭,en,[],[],😭,Omg you scared me,Omg scared,"['omg', 'scared']","omg,scared",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
11892,1.2386147811768197e+18,Fri Mar 13 23:55:50 +0000 2020,The only doctor that can find a cure for this #Covid_19 virus. We need him now more than ever😞 🙏🏽 https://t.co/plm3OMVTpq,en,"[{'text': 'Covid_19', 'indices': [46, 55]}]",['covid_19'],😞🙏🏽,The only doctor that can find a cure for this virus. We need him now more than ever,The doctor find cure virus We need ever,"['the', 'doctor', 'find', 'cure', 'virus', 'we', 'need', 'ever']","the,doctor,find,cure,virus,we,need,ever",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,surpriseclass
1737,1.2386011587652936e+18,Fri Mar 13 23:01:43 +0000 2020,RT @JemimaahK: It bangs as well😭,en,[],[],😭,: It bangs as well,It bangs well,"['it', 'bangs', 'well']","it,bang,well",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
23619,1.238671883727442e+18,Sat Mar 14 03:42:45 +0000 2020,"Positive And Negative Effects Of Season Suspension For Golden Knights 
#positive #and #negative… https://t.co/xHt8SlxUcB",en,"[{'text': 'positive', 'indices': [71, 80]}, {'text': 'and', 'indices': [81, 85]}, {'text': 'negative', 'indices': [86, 95]}]","['positive', 'and', 'negative']",,Positive And Negative Effects Of Season Suspension For Golden Knights …,Positive And Negative Effects Of Season Suspension For Golden Knights …,"['positive', 'and', 'negative', 'effects', 'of', 'season', 'suspension', 'for', 'golden', 'knights']","positive,and,negative,effect,of,season,suspension,for,golden,knight",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
25479,1.238679804662018e+18,Sat Mar 14 04:14:13 +0000 2020,Was hard not to feel the anxiety come creeping in after that. Ahh trying not to let the covid-19 panic get to me. 😖… https://t.co/caAcbBnGUx,en,[],[],😖,Was hard not to feel the anxiety come creeping in after that. Ahh trying not to let the covid-19 panic get to me. …,Was hard feel anxiety come creeping Ahh trying let covid-19 panic get …,"['was', 'hard', 'feel', 'anxiety', 'come', 'creeping', 'ahh', 'trying', 'let', 'panic', 'get']","wa,hard,feel,anxiety,come,creeping,ahh,trying,let,panic,get",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,surpriseclass
14636,1.2386158717797376e+18,Sat Mar 14 00:00:10 +0000 2020,these first two sentences 😭,en,[],[],😭,these first two sentences,first two sentences,"['first', 'two', 'sentences']","first,two,sentence",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,surpriseclass
23357,1.2386707685711217e+18,Sat Mar 14 03:38:19 +0000 2020,These nakers are really putting mask on their pics. I——😭😭😂😂😂,en,[],[],😭😭😂😂😂,These nakers are really putting mask on their pics. I——,These nakers really putting mask pics I——,"['these', 'nakers', 'really', 'putting', 'mask', 'pics', 'i']","these,nakers,really,putting,mask,pic,i",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,surpriseclass
27157,1.238686654329688e+18,Sat Mar 14 04:41:26 +0000 2020,"RT @pamperisobel: Check it out! Sale, sale, sale! 😩😩😩 #onlyfans #onlyfansbabe #onlyfanscreator #paypal #content #adult #princess #pamperme…",en,"[{'text': 'onlyfans', 'indices': [54, 63]}, {'text': 'onlyfansbabe', 'indices': [64, 77]}, {'text': 'onlyfanscreator', 'indices': [78, 94]}, {'text': 'paypal', 'indices': [95, 102]}, {'text': 'content', 'indices': [103, 111]}, {'text': 'adult', 'indices': [112, 118]}, {'text': 'princess', 'indices': [119, 128]}, {'text': 'pamperme', 'indices': [129, 138]}]","['onlyfans', 'onlyfansbabe', 'onlyfanscreator', 'paypal', 'content', 'adult', 'princess', 'pamperme']",😩😩😩,": Check it out! Sale, sale, sale! …",Check Sale sale sale …,"['check', 'sale', 'sale', 'sale']","check,sale,sale,sale",0,0,1,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,3,surpriseclass
4026,1.238611938361217e+18,Fri Mar 13 23:44:33 +0000 2020,RT @theedancingtuna: I hate y’all 😭😭 https://t.co/GC7C1GWcei,en,[],[],😭😭,: I hate y’all,I hate ’,"['i', 'hate']","i,hate",0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,2,0,2,surpriseclass
27836,1.2386897272530125e+18,Sat Mar 14 04:53:39 +0000 2020,"Whether you think you can or you think you can't, either way you're right @Quinnqueens #positivethinking #positive… https://t.co/JYwTeJQ4oM",en,"[{'text': 'positivethinking', 'indices': [87, 104]}, {'text': 'positive', 'indices': [105, 114]}]","['positivethinking', 'positive']",,"Whether you think you can or you think you can't, either way you're right …",Whether think think ca n't either way 're right …,"['whether', 'think', 'think', 'ca', 'either', 'way', 'right']","whether,think,think,ca,either,way,right",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,surpriseclass
