,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
10874,1.2386144001914184e+18,Fri Mar 13 23:54:20 +0000 2020,"RT @IpamsySands: So ⁦@realDonaldTrump⁩ was right to ban travel? Wow! Dems did ya hear that? 🙄 He’s always right it turns out! 👍
#KAG❤️🇺🇸❤️…",en,"[{'text': 'KAG', 'indices': [128, 132]}]",['kag'],🙄👍❤🇺🇸❤,: So ⁦⁩ was right to ban travel? Wow! Dems did ya hear that? He’s always right it turns out! ️🇺🇸️…,So ⁦⁩ right ban travel Wow Dems ya hear He ’ always right turns ️🇺🇸️…,"['so', 'right', 'ban', 'travel', 'wow', 'dems', 'ya', 'hear', 'he', 'always', 'right', 'turns']","so,right,ban,travel,wow,dems,ya,hear,he,always,right,turn",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13318,1.23861535633732e+18,Fri Mar 13 23:58:07 +0000 2020,A big YES to work from home! 👍,en,[],[],👍,A big YES to work from home!,A big YES work home,"['a', 'big', 'yes', 'work', 'home']","a,big,yes,work,home",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8090,1.238613351950766e+18,Fri Mar 13 23:50:10 +0000 2020,@loudestsubtext It’s so cool that you figured this all out and hacked your health 👍,en,[],[],👍,It’s so cool that you figured this all out and hacked your health,It ’ cool figured hacked health,"['it', 'cool', 'figured', 'hacked', 'health']","it,cool,figured,hacked,health",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8207,1.238613392698544e+18,Fri Mar 13 23:50:19 +0000 2020,"@Retr0dile Damn, this must’ve taken HOURS. And the results speak for themselves.
Awesome job! 👍 https://t.co/6imH4pLBEV",en,[],[],👍,"Damn, this must’ve taken HOURS. And the results speak for themselves. Awesome job!",Damn must ’ taken HOURS And results speak Awesome job,"['damn', 'must', 'taken', 'hours', 'and', 'results', 'speak', 'awesome', 'job']","damn,must,taken,hour,and,result,speak,awesome,job",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8636,1.238613556922327e+18,Fri Mar 13 23:50:58 +0000 2020,But it's only a matter of time 👍,en,[],[],👍,But it's only a matter of time,But 's matter time,"['but', 'matter', 'time']","but,matter,time",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13329,1.2386153634930033e+18,Fri Mar 13 23:58:09 +0000 2020,@saboin Will check later. Thanks 👍,en,[],[],👍,Will check later. Thanks,Will check later Thanks,"['will', 'check', 'later', 'thanks']","will,check,later,thanks",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
17817,1.2386171267740017e+18,Sat Mar 14 00:05:10 +0000 2020,Had no idea! 👍,en,[],[],👍,Had no idea!,Had idea,"['had', 'idea']","had,idea",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
11171,1.2386145096501412e+18,Fri Mar 13 23:54:46 +0000 2020,Coming from someone whose wife personally contacted the virus is comical to say the least. 🤭,en,[],[],🤭,Coming from someone whose wife personally contacted the virus is comical to say the least. 🤭,Coming someone whose wife personally contacted virus comical say least 🤭,"['coming', 'someone', 'whose', 'wife', 'personally', 'contacted', 'virus', 'comical', 'say', 'least']","coming,someone,whose,wife,personally,contacted,virus,comical,say,least",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
17821,1.238617130104279e+18,Sat Mar 14 00:05:10 +0000 2020,"@sisterdawnmarie Wow, Dawn.  I’m impressed with your shopping prowess!!! 👍",en,[],[],👍,"Wow, Dawn. I’m impressed with your shopping prowess!!!",Wow Dawn I ’ impressed shopping prowess,"['wow', 'dawn', 'i', 'impressed', 'shopping', 'prowess']","wow,dawn,i,impressed,shopping,prowess",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10590,1.23861429014127e+18,Fri Mar 13 23:53:53 +0000 2020,"""Part of how we love our neighbor is to radically change our behavior to tamp down the spread of this virus"" 👏🙏🌭🇺🇸",en,[],[],👏🙏🌭🇺🇸,"""Part of how we love our neighbor is to radically change our behavior to tamp down the spread of this virus"" 🇺🇸",`` Part love neighbor radically change behavior tamp spread virus '' 🇺🇸,"['part', 'love', 'neighbor', 'radically', 'change', 'behavior', 'tamp', 'spread', 'virus']","part,love,neighbor,radically,change,behavior,tamp,spread,virus",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
15493,1.2386161916373484e+18,Sat Mar 14 00:01:27 +0000 2020,Probably the best tweet I've seen all day 👍,en,[],[],👍,Probably the best tweet I've seen all day,Probably best tweet I 've seen day,"['probably', 'best', 'tweet', 'i', 've', 'seen', 'day']","probably,best,tweet,i,ve,seen,day",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8682,1.238613574622167e+18,Fri Mar 13 23:51:03 +0000 2020,RT @Tomcob427: Side pipes. Look awesome and set fire to your trousers 👍 #Cobra #ACCobra #Shelby #ClassicCar #MuscleCar #WheelWednesday #Hil…,en,"[{'text': 'Cobra', 'indices': [72, 78]}, {'text': 'ACCobra', 'indices': [79, 87]}, {'text': 'Shelby', 'indices': [88, 95]}, {'text': 'ClassicCar', 'indices': [96, 107]}, {'text': 'MuscleCar', 'indices': [108, 118]}, {'text': 'WheelWednesday', 'indices': [119, 134]}]","['cobra', 'accobra', 'shelby', 'classiccar', 'musclecar', 'wheelwednesday']",👍,: Side pipes. Look awesome and set fire to your trousers …,Side pipes Look awesome set fire trousers …,"['side', 'pipes', 'look', 'awesome', 'set', 'fire', 'trousers']","side,pipe,look,awesome,set,fire,trouser",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10612,1.2386142984039752e+18,Fri Mar 13 23:53:55 +0000 2020,RT @shawngronachan: @JJ2017PCM @flatfendered @hddaddy90 Very Cool looking Kenworth JJ 👍 Here's another fine example. https://t.co/7AarZ0nnah,en,[],[],👍,: Very Cool looking Kenworth JJ Here's another fine example.,Very Cool looking Kenworth JJ Here 's another fine example,"['very', 'cool', 'looking', 'kenworth', 'jj', 'here', 'another', 'fine', 'example']","very,cool,looking,kenworth,jj,here,another,fine,example",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
543,1.2385987085996687e+18,Fri Mar 13 22:51:58 +0000 2020,Must watch!!!...👇👇👍,en,[],[],👇👇👍,Must watch!!!...,Must watch ...,"['must', 'watch']","must,watch",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
313,1.238598658628649e+18,Fri Mar 13 22:51:46 +0000 2020,@liamgallagher Be nice to see them at heaton park Liam 👍,en,[],[],👍,Be nice to see them at heaton park Liam,Be nice see heaton park Liam,"['be', 'nice', 'see', 'heaton', 'park', 'liam']","be,nice,see,heaton,park,liam",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13124,1.238615285378224e+18,Fri Mar 13 23:57:51 +0000 2020,@ChiefQuis Go to a Degenerates Anonymous meeting... 👍,en,[],[],👍,Go to a Degenerates Anonymous meeting...,Go Degenerates Anonymous meeting ...,"['go', 'degenerates', 'anonymous', 'meeting']","go,degenerate,anonymous,meeting",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10671,1.2386143198410547e+18,Fri Mar 13 23:54:00 +0000 2020,Good news 👍,en,[],[],👍,Good news,Good news,"['good', 'news']","good,news",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
11169,1.2386145092684677e+18,Fri Mar 13 23:54:46 +0000 2020,@harleyb11 @sexygirl798 Generational pride.. I love very much the familial association! 👍,en,[],[],👍,Generational pride.. I love very much the familial association!,Generational pride.. I love much familial association,"['generational', 'pride', 'i', 'love', 'much', 'familial', 'association']","generational,pride,i,love,much,familial,association",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
12631,1.2386150798951588e+18,Fri Mar 13 23:57:02 +0000 2020,@PUBLICTHEBAND I heard it. It's nice 👍,en,[],[],👍,I heard it. It's nice,I heard It 's nice,"['i', 'heard', 'it', 'nice']","i,heard,it,nice",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10777,1.238614361217708e+18,Fri Mar 13 23:54:10 +0000 2020,"@TommJJerry Hello, I’m an admin of one blog in VietNam. 👍 My blog is also going to make  ITZY event next year, the… https://t.co/Iuw3N63Pj0",en,[],[],👍,"Hello, I’m an admin of one blog in VietNam. My blog is also going to make ITZY event next year, the…",Hello I ’ admin one blog VietNam My blog also going make ITZY event next year the…,"['hello', 'i', 'admin', 'one', 'blog', 'vietnam', 'my', 'blog', 'also', 'going', 'make', 'itzy', 'event', 'next', 'year', 'the']","hello,i,admin,one,blog,vietnam,my,blog,also,going,make,itzy,event,next,year,the",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
15593,1.2386162288827146e+18,Sat Mar 14 00:01:35 +0000 2020,@i_chopp @Krixaz If Spartan is in ur bio by tomorrow you may aswell join him in plat 👍,en,[],[],👍,If Spartan is in ur bio by tomorrow you may aswell join him in plat,If Spartan ur bio tomorrow may aswell join plat,"['if', 'spartan', 'ur', 'bio', 'tomorrow', 'may', 'aswell', 'join', 'plat']","if,spartan,ur,bio,tomorrow,may,aswell,join,plat",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
17832,1.2386171348692214e+18,Sat Mar 14 00:05:12 +0000 2020,Ssshh an idiot is speaking 👍,en,[],[],👍,Ssshh an idiot is speaking,Ssshh idiot speaking,"['ssshh', 'idiot', 'speaking']","ssshh,idiot,speaking",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8675,1.2386135737289032e+18,Fri Mar 13 23:51:02 +0000 2020,@Mutman10 👍 thanks bro,en,[],[],👍,thanks bro,thanks bro,"['thanks', 'bro']","thanks,bro",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13336,1.238615365011284e+18,Fri Mar 13 23:58:10 +0000 2020,"@navek @ETimsNet It’s your , not you’re 👍

Eg. You’re a prick",en,[],[],👍,"It’s your , not you’re Eg. You’re a prick",It ’ ’ Eg You ’ prick,"['it', 'eg', 'you', 'prick']","it,eg,you,prick",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
15771,1.238616299670057e+18,Sat Mar 14 00:01:52 +0000 2020,"Dear Twitter, 
Until further notice,  l will be replacing the iconic 👍 

with https://t.co/nmtWuAYsBA",en,[],[],👍,"Dear Twitter, Until further notice, l will be replacing the iconic with",Dear Twitter Until notice l replacing iconic,"['dear', 'twitter', 'until', 'notice', 'l', 'replacing', 'iconic']","dear,twitter,until,notice,l,replacing,iconic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
24,1.2385986066739036e+18,Fri Mar 13 22:51:34 +0000 2020,@EloraTesla With that attitude you have a good chance to get rich 👍,en,[],[],👍,With that attitude you have a good chance to get rich,With attitude good chance get rich,"['with', 'attitude', 'good', 'chance', 'get', 'rich']","with,attitude,good,chance,get,rich",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8035,1.2386133305599836e+18,Fri Mar 13 23:50:04 +0000 2020,"@DeputyRust @Lockstin Whoa, sick dude nice getting Lockstin's attention 👍",en,[],[],👍,"Whoa, sick dude nice getting Lockstin's attention",Whoa sick dude nice getting Lockstin 's attention,"['whoa', 'sick', 'dude', 'nice', 'getting', 'lockstin', 'attention']","whoa,sick,dude,nice,getting,lockstin,attention",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8054,1.23861333847885e+18,Fri Mar 13 23:50:06 +0000 2020,went to eat at this naruto themed ramen shop with my friends 2 hours away from home a few days ago 👍 https://t.co/yEj4iPXn7E,en,[],[],👍,went to eat at this naruto themed ramen shop with my friends hours away from home a few days ago,went eat naruto themed ramen shop friends hours away home days ago,"['went', 'eat', 'naruto', 'themed', 'ramen', 'shop', 'friends', 'hours', 'away', 'home', 'days', 'ago']","went,eat,naruto,themed,ramen,shop,friend,hour,away,home,day,ago",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10883,1.2386144035426304e+18,Fri Mar 13 23:54:20 +0000 2020,@_JasonF1 The effort at positivity is welcome I'm sure 👍,en,[],[],👍,The effort at positivity is welcome I'm sure,The effort positivity welcome I 'm sure,"['the', 'effort', 'positivity', 'welcome', 'i', 'm', 'sure']","the,effort,positivity,welcome,i,m,sure",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10899,1.2386144076361114e+18,Fri Mar 13 23:54:21 +0000 2020,@FFVII_collector Legit 👍,en,[],[],👍,Legit,Legit,['legit'],legit,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10627,1.2386143039571886e+18,Fri Mar 13 23:53:57 +0000 2020,@Wheels0217 Stay safe 👍,en,[],[],👍,Stay safe,Stay safe,"['stay', 'safe']","stay,safe",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8093,1.2386133543584932e+18,Fri Mar 13 23:50:10 +0000 2020,@npbeharry Thanks 👍,en,[],[],👍,Thanks,Thanks,['thanks'],thanks,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10950,1.2386144250718454e+18,Fri Mar 13 23:54:25 +0000 2020,@TUPPERWAVEMUSIC great choice 👍,en,[],[],👍,great choice,great choice,"['great', 'choice']","great,choice",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8170,1.2386133800233656e+18,Fri Mar 13 23:50:16 +0000 2020,@Y2John84 Still shit all around. 👍,en,[],[],👍,Still shit all around.,Still shit around,"['still', 'shit', 'around']","still,shit,around",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
11000,1.238614446144131e+18,Fri Mar 13 23:54:30 +0000 2020,@GamblinEngineer I like that no BS summary 👍,en,[],[],👍,I like that no BS summary,I like BS summary,"['i', 'like', 'bs', 'summary']","i,like,b,summary",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13435,1.2386154016360243e+18,Fri Mar 13 23:58:18 +0000 2020,@NerudaPlays @MorChipsPls sarasa and kuretake and muji make my current favs 👍,en,[],[],👍,sarasa and kuretake and muji make my current favs,sarasa kuretake muji make current favs,"['sarasa', 'kuretake', 'muji', 'make', 'current', 'favs']","sarasa,kuretake,muji,make,current,favs",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13423,1.2386153972235878e+18,Fri Mar 13 23:58:17 +0000 2020,"@scheplick Yep 👍🏼 

I think it’s funny everything is closing up here, and no one has it. But that will only slow th… https://t.co/y4gAio4ISm",en,[],[],👍🏼,"Yep I think it’s funny everything is closing up here, and no one has it. But that will only slow th…",Yep I think ’ funny everything closing one But slow th…,"['yep', 'i', 'think', 'funny', 'everything', 'closing', 'one', 'but', 'slow', 'th']","yep,i,think,funny,everything,closing,one,but,slow,th",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10748,1.2386143492220436e+18,Fri Mar 13 23:54:07 +0000 2020,"@dianalward I do, too! 👍

If she had any sense, she'd realize that she's The View's useful idiot who's not even a real conservative!",en,[],[],👍,"I do, too! If she had any sense, she'd realize that she's The View's useful idiot who's not even a real conservative!",I If sense 'd realize 's The View 's useful idiot 's even real conservative,"['i', 'if', 'sense', 'realize', 'the', 'view', 'useful', 'idiot', 'even', 'real', 'conservative']","i,if,sense,realize,the,view,useful,idiot,even,real,conservative",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13403,1.2386153896948204e+18,Fri Mar 13 23:58:15 +0000 2020,@marianeum 👍 stay at home! Virtual coffee break sounds good 😜,en,[],[],👍😜,stay at home! Virtual coffee break sounds good,stay home Virtual coffee break sounds good,"['stay', 'home', 'virtual', 'coffee', 'break', 'sounds', 'good']","stay,home,virtual,coffee,break,sound,good",0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,pleasantclass
563,1.238598713255301e+18,Fri Mar 13 22:51:59 +0000 2020,@griffinbarrowsx @garyphelanmusic Nice 👍 job boys 👌 🏋🏻‍♀️,en,[],[],👍👌🏋🏻♀,Nice job boys ‍️,Nice job boys ‍️,"['nice', 'job', 'boys']","nice,job,boy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13265,1.238615338670895e+18,Fri Mar 13 23:58:03 +0000 2020,@SheaSerrano Good man 👍,en,[],[],👍,Good man,Good man,"['good', 'man']","good,man",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
304,1.23859865531938e+18,Fri Mar 13 22:51:46 +0000 2020,"@JamesGunn A friend of mine has a film on @Netflix - ""Await Further Instructions"" with David Bradley (Harry Potter) 👍",en,[],[],👍,"A friend of mine has a film on - ""Await Further Instructions"" with David Bradley (Harry Potter)",A friend mine film `` Await Further Instructions '' David Bradley Harry Potter,"['a', 'friend', 'mine', 'film', 'await', 'further', 'instructions', 'david', 'bradley', 'harry', 'potter']","a,friend,mine,film,await,further,instruction,david,bradley,harry,potter",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8189,1.23861338444843e+18,Fri Mar 13 23:50:17 +0000 2020,@cesc4official @firstLadyD4 Breaking Bad then Better Call Saul 👍,en,[],[],👍,Breaking Bad then Better Call Saul,Breaking Bad Better Call Saul,"['breaking', 'bad', 'better', 'call', 'saul']","breaking,bad,better,call,saul",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8455,1.2386134889662177e+18,Fri Mar 13 23:50:42 +0000 2020,"@AndrewTimoni So do we! 👍 Have a great night, Andrew!  TY^DC https://t.co/RImeKue0uY",en,[],[],👍,"So do we! Have a great night, Andrew! TY^DC",So Have great night Andrew TY^DC,"['so', 'have', 'great', 'night', 'andrew']","so,have,great,night,andrew",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10746,1.238614348895064e+18,Fri Mar 13 23:54:07 +0000 2020,"@Davo_Strange How have you fucked your arm so immensely?

Also, don’t come to London. 👍",en,[],[],👍,"How have you fucked your arm so immensely? Also, don’t come to London.",How fucked arm immensely Also ’ come London,"['how', 'fucked', 'arm', 'immensely', 'also', 'come', 'london']","how,fucked,arm,immensely,also,come,london",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
12840,1.238615174975828e+18,Fri Mar 13 23:57:24 +0000 2020,@jonfranks @RaheemKassam @middle_path66 @travisakers Oop! Bit racist. 👍,en,[],[],👍,Oop! Bit racist.,Oop Bit racist,"['oop', 'bit', 'racist']","oop,bit,racist",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
15383,1.238616143843246e+18,Sat Mar 14 00:01:15 +0000 2020,"@LucienGreaves That’s a pretty good photo, you have to admit 🤔 👍",en,[],[],🤔👍,"That’s a pretty good photo, you have to admit 🤔",That ’ pretty good photo admit 🤔,"['that', 'pretty', 'good', 'photo', 'admit']","that,pretty,good,photo,admit",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
13241,1.2386153266250097e+18,Fri Mar 13 23:58:00 +0000 2020,@LouDobbs “Less” isn’t there and should be 👍,en,[],[],👍,“Less” isn’t there and should be,“ Less ” ’,['less'],le,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
12852,1.2386151799374766e+18,Fri Mar 13 23:57:25 +0000 2020,@SpiritAndMouse Well this is interesting. Keep it up! 👍,en,[],[],👍,Well this is interesting. Keep it up!,Well interesting Keep,"['well', 'interesting', 'keep']","well,interesting,keep",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
10666,1.2386143196187648e+18,Fri Mar 13 23:54:00 +0000 2020,@Ceecka2 @PinkNews Kills men at a greater rate so joke’s on you 👍,en,[],[],👍,Kills men at a greater rate so joke’s on you,Kills men greater rate joke ’,"['kills', 'men', 'greater', 'rate', 'joke']","kill,men,greater,rate,joke",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,pleasantclass
8452,1.2386134850781348e+18,Fri Mar 13 23:50:41 +0000 2020,"DM me to buy,, offering deals on content till midnight 💲💋💲 #sellingnudes #buymynudes #nudes #selling #content… https://t.co/m549dHO5sy",en,"[{'text': 'sellingnudes', 'indices': [59, 72]}, {'text': 'buymynudes', 'indices': [73, 84]}, {'text': 'nudes', 'indices': [85, 91]}, {'text': 'selling', 'indices': [92, 100]}, {'text': 'content', 'indices': [101, 109]}]","['sellingnudes', 'buymynudes', 'nudes', 'selling', 'content']",💲💋💲,"DM me to buy,, offering deals on content till midnight …",DM buy offering deals content till midnight …,"['dm', 'buy', 'offering', 'deals', 'content', 'till', 'midnight']","dm,buy,offering,deal,content,till,midnight",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,pleasantclass
