,id,created_at,text,lang,hashtags,textlist,emoji,clean_text,filter_text,norm_text,lem,excitement,happy,pleasant,surprise,fear,angry,excitement_emoji,happy_emoji,pleasant_emoji,surprise_emoji,fear_emoji,angry_emoji,excitementclass,happyclass,pleasantclass,surpriseclass,fearclass,angryclass,max_value,max_idx
16990,1.24E+18,Sat Mar 14 00:03:53 +0000 2020,"RT @Michael57055027: @uprootedflower Can stand it, he’s just copied a once RIP “Great comedian” Les Dawson’s act.🤗😂❤️ https://t.co/nrTVVIF7…",en,[],[],🤗😂❤,": Can stand it, he’s just copied a once RIP “Great comedian” Les Dawson’s act.🤗️",Can stand ’ copied RIP “ Great comedian ” Les Dawson ’ act.🤗️,"['can', 'stand', 'copied', 'rip', 'great', 'comedian', 'les', 'dawson']","can,stand,copied,rip,great,comedian,le,dawson",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
16634,1.24E+18,Sat Mar 14 00:03:20 +0000 2020,"🤣🤣🤣I cya stand west Indian ppl
... It lowkey vibes tho👀",en,[],[],🤣🤣🤣👀,🤣🤣🤣I cya stand west Indian ppl ... It lowkey vibes tho,🤣🤣🤣I cya stand west Indian ppl ... It lowkey vibes tho,"['i', 'cya', 'stand', 'west', 'indian', 'ppl', 'it', 'lowkey', 'vibes', 'tho']","i,cya,stand,west,indian,ppl,it,lowkey,vibe,tho",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,excitementclass
17389,1.24E+18,Sat Mar 14 00:04:29 +0000 2020,"RT @esthers_kitchen: Friday the 13th 😱 🤣 | Stay upbeet and positive 💃🏻 🐖 
Making a big old mess with beets for Drop the Beets Brownies! Bee…",en,[],[],😱🤣💃🏻🐖,: Friday the th 🤣 | Stay upbeet and positive Making a big old mess with beets for Drop the Beets Brownies! Bee…,Friday th 🤣 Stay upbeet positive Making big old mess beets Drop Beets Brownies Bee…,"['friday', 'th', 'stay', 'upbeet', 'positive', 'making', 'big', 'old', 'mess', 'beets', 'drop', 'beets', 'brownies', 'bee']","friday,th,stay,upbeet,positive,making,big,old,mess,beet,drop,beet,brownie,bee",0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,excitementclass
17412,1.24E+18,Sat Mar 14 00:04:31 +0000 2020,This funny as f 🤣🤣🤣 even tho he joking lmfao,en,[],[],🤣🤣🤣,This funny as f 🤣🤣🤣 even tho he joking lmfao,This funny f 🤣🤣🤣 even tho joking lmfao,"['this', 'funny', 'f', 'even', 'tho', 'joking', 'lmfao']","this,funny,f,even,tho,joking,lmfao",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,excitementclass
17132,1.24E+18,Sat Mar 14 00:04:06 +0000 2020,"This virus 🦠 shit real, mom dukes just called like I’m “upping the life insurance policy on you” 😵🤣🤣🤣",en,[],[],🦠😵🤣🤣🤣,"This virus 🦠 shit real, mom dukes just called like I’m “upping the life insurance policy on you” 🤣🤣🤣",This virus 🦠 shit real mom dukes called like I ’ “ upping life insurance policy ” 🤣🤣🤣,"['this', 'virus', 'shit', 'real', 'mom', 'dukes', 'called', 'like', 'i', 'upping', 'life', 'insurance', 'policy']","this,virus,shit,real,mom,duke,called,like,i,upping,life,insurance,policy",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,excitementclass
18321,1.24E+18,Sat Mar 14 01:11:12 +0000 2020,"RT @Snitchy_: Ghanaians no dey joke. Customized mask paaaa🤣😂😂
#CoronaVirusUpdate https://t.co/A4F10lLSvz",en,"[{'text': 'CoronaVirusUpdate', 'indices': [62, 80]}]",['coronavirusupdate'],🤣😂😂,: Ghanaians no dey joke. Customized mask paaaa🤣,Ghanaians dey joke Customized mask paaaa🤣,"['ghanaians', 'dey', 'joke', 'customized', 'mask', 'paaaa']","ghanaians,dey,joke,customized,mask,paaaa",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
19520,1.24E+18,Sat Mar 14 02:43:46 +0000 2020,🤣😂🤣 Y’all! She’s on a “vacation” after this. Lmao,en,[],[],🤣😂🤣,🤣🤣 Y’all! She’s on a “vacation” after this. Lmao,🤣🤣 Y ’ She ’ “ vacation ” Lmao,"['y', 'she', 'vacation', 'lmao']","y,she,vacation,lmao",0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,excitementclass
19656,1.24E+18,Sat Mar 14 02:45:43 +0000 2020,"RT @FairydaleMW2: Thank god for another day,
dont forget to wash you hands,Use Alcohol and Wear Mask🙂

#MORHot10 @mor1019 
Meant To Be by E…",en,"[{'text': 'MORHot10', 'indices': [103, 112]}]",['morhot10'],🙂,": Thank god for another day, dont forget to wash you hands,Use Alcohol and Wear Mask Meant To Be by E…",Thank god another day dont forget wash hands Use Alcohol Wear Mask Meant To Be E…,"['thank', 'god', 'another', 'day', 'do', 'nt', 'forget', 'wash', 'hands', 'use', 'alcohol', 'wear', 'mask', 'meant', 'to', 'be', 'e']","thank,god,another,day,do,nt,forget,wash,hand,use,alcohol,wear,mask,meant,to,be,e",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
19682,1.24E+18,Sat Mar 14 02:45:57 +0000 2020,2019 we had AirPods &amp;&amp; designer 2020 we got face mask &amp;&amp; hand sanitizer 🤦🏾‍♀️🤣,en,[],[],🤦🏾♀🤣,we had AirPods &amp;&amp; designer we got face mask &amp;&amp; hand sanitizer 🤦‍️🤣,AirPods amp amp designer got face mask amp amp hand sanitizer 🤦‍️🤣,"['airpods', 'amp', 'amp', 'designer', 'got', 'face', 'mask', 'amp', 'amp', 'hand', 'sanitizer']","airpods,amp,amp,designer,got,face,mask,amp,amp,hand,sanitizer",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
20068,1.24E+18,Sat Mar 14 02:51:16 +0000 2020,This is the only way I'd ever go back to apartment living. 😄,en,[],[],😄,This is the only way I'd ever go back to apartment living.,This way I 'd ever go back apartment living,"['this', 'way', 'i', 'ever', 'go', 'back', 'apartment', 'living']","this,way,i,ever,go,back,apartment,living",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
20096,1.24E+18,Sat Mar 14 02:51:41 +0000 2020,Imma be wearing a mask while I’m shaking my ass 🤣 @dolliaaa,en,[],[],🤣,Imma be wearing a mask while I’m shaking my ass 🤣,Imma wearing mask I ’ shaking ass 🤣,"['imma', 'wearing', 'mask', 'i', 'shaking', 'ass']","imma,wearing,mask,i,shaking,as",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
19816,1.24E+18,Sat Mar 14 02:47:46 +0000 2020,"RT @dHeir_slytherin: If it's so effective, why is the guy carrying it wearing a mask?

🤔

🤣🤣🤣",en,[],[],🤔🤣🤣🤣,": If it's so effective, why is the guy carrying it wearing a mask? 🤔 🤣🤣🤣",If 's effective guy carrying wearing mask 🤔 🤣🤣🤣,"['if', 'effective', 'guy', 'carrying', 'wearing', 'mask']","if,effective,guy,carrying,wearing,mask",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,excitementclass
19829,1.24E+18,Sat Mar 14 02:47:57 +0000 2020,My photo's just been accepted by @Stockimo &amp; it's now for sale on @Alamy #photography #excited… https://t.co/hU5xHCWBBS,en,"[{'text': 'photography', 'indices': [77, 89]}, {'text': 'excited', 'indices': [90, 98]}]","['photography', 'excited']",,My photo's just been accepted by &amp; it's now for sale on …,My photo 's accepted amp 's sale …,"['my', 'photo', 'accepted', 'amp', 'sale']","my,photo,accepted,amp,sale",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
18319,1.24E+18,Sat Mar 14 01:11:09 +0000 2020,@Gunntwitt Even with the mask on he’s gorgeous...but he doesn’t look too thrilled about it. Lol! 😂🤣,en,[],[],😂🤣,Even with the mask on he’s gorgeous...but he doesn’t look too thrilled about it. Lol! 🤣,Even mask ’ gorgeous ... ’ look thrilled Lol 🤣,"['even', 'mask', 'gorgeous', 'look', 'thrilled', 'lol']","even,mask,gorgeous,look,thrilled,lol",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
18313,1.24E+18,Sat Mar 14 01:11:01 +0000 2020,RT @30CLIPCAJUN: Turned that bit into a Gas Mask 🤣😂,en,[],[],🤣😂,: Turned that bit into a Gas Mask 🤣,Turned bit Gas Mask 🤣,"['turned', 'bit', 'gas', 'mask']","turned,bit,gas,mask",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
18405,1.24E+18,Sat Mar 14 01:12:36 +0000 2020,@SherlynChopra Where is ur mask? 😄😄,en,[],[],😄😄,Where is ur mask?,Where ur mask,"['where', 'ur', 'mask']","where,ur,mask",0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,excitementclass
18400,1.24E+18,Sat Mar 14 01:12:33 +0000 2020,@s_johnson610 Decorate the mask and call it a day 🤣,en,[],[],🤣,Decorate the mask and call it a day 🤣,Decorate mask call day 🤣,"['decorate', 'mask', 'call', 'day']","decorate,mask,call,day",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
19181,1.24E+18,Sat Mar 14 02:39:25 +0000 2020,@peytnhaag @Ejiketion Chinese people talking about Coronavirus all the fucking time u dumbass🤣care about yourself a… https://t.co/i3lraEulMw,en,[],[],🤣,Chinese people talking about Coronavirus all the fucking time u dumbass🤣care about yourself a…,Chinese people talking Coronavirus fucking time u dumbass🤣care a…,"['chinese', 'people', 'talking', 'coronavirus', 'fucking', 'time', 'u', 'dumbass', 'care', 'a']","chinese,people,talking,coronavirus,fucking,time,u,dumbass,care,a",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
18957,1.24E+18,Sat Mar 14 02:36:41 +0000 2020,"Looks like there maybe, might be, will be a vlog tomorrow!!!!!! #Excited #MissedTheVlog",en,"[{'text': 'Excited', 'indices': [64, 72]}, {'text': 'MissedTheVlog', 'indices': [73, 87]}]","['excited', 'missedthevlog']",,"Looks like there maybe, might be, will be a vlog tomorrow!!!!!!",Looks like maybe might vlog tomorrow,"['looks', 'like', 'maybe', 'might', 'vlog', 'tomorrow']","look,like,maybe,might,vlog,tomorrow",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
19146,1.24E+18,Sat Mar 14 02:39:03 +0000 2020,This weekend is going to be the best weekend of my life! #excited,en,"[{'text': 'excited', 'indices': [57, 65]}]",['excited'],,This weekend is going to be the best weekend of my life!,This weekend going best weekend life,"['this', 'weekend', 'going', 'best', 'weekend', 'life']","this,weekend,going,best,weekend,life",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
19103,1.24E+18,Sat Mar 14 02:38:27 +0000 2020,@HarmlessKarl so put mask on top of wipes???  🤣🤣🤣,en,[],[],🤣🤣🤣,so put mask on top of wipes??? 🤣🤣🤣,put mask top wipes 🤣🤣🤣,"['put', 'mask', 'top', 'wipes']","put,mask,top,wipe",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,excitementclass
19098,1.24E+18,Sat Mar 14 02:38:26 +0000 2020,He walked in wingstop wit a mask on🤣🤣🤣🤣,en,[],[],🤣🤣🤣🤣,He walked in wingstop wit a mask on🤣🤣🤣🤣,He walked wingstop wit mask on🤣🤣🤣🤣,"['he', 'walked', 'wingstop', 'wit', 'mask', 'on']","he,walked,wingstop,wit,mask,on",0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,excitementclass
18790,1.24E+18,Sat Mar 14 02:34:56 +0000 2020,"RT @MamaForChange: 🐶 Weeeeee......😂🙃🤣

this kid knows how to
have fun, that's for sure 🐶

❄🐶☃️❄🐶☃️❄🐶☃️❄🐶
#animalrights #animalwelfare #anim…",en,"[{'text': 'animalrights', 'indices': [105, 118]}, {'text': 'animalwelfare', 'indices': [119, 133]}]","['animalrights', 'animalwelfare']",🐶😂🙃🤣🐶❄🐶☃❄🐶☃❄🐶☃❄🐶,": Weeeeee......🤣 this kid knows how to have fun, that's for sure ️️️ …",Weeeeee ... ... 🤣 kid knows fun 's sure ️️️ …,"['weeeeee', 'kid', 'knows', 'fun', 'sure']","weeeeee,kid,know,fun,sure",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
18766,1.24E+18,Sat Mar 14 02:34:41 +0000 2020,"Thank you parents sa pa alchol, hand sanitizer, mask ug vitamins from Agusan pa 😄❤️",en,[],[],😄❤,"Thank you parents sa pa alchol, hand sanitizer, mask ug vitamins from Agusan pa ️",Thank parents sa pa alchol hand sanitizer mask ug vitamins Agusan pa ️,"['thank', 'parents', 'sa', 'pa', 'alchol', 'hand', 'sanitizer', 'mask', 'ug', 'vitamins', 'agusan', 'pa']","thank,parent,sa,pa,alchol,hand,sanitizer,mask,ug,vitamin,agusan,pa",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
18859,1.24E+18,Sat Mar 14 02:35:30 +0000 2020,love gettin dis text 🤩✨ #love #boyfriend #girlfriend #bf #gf #nsfw 🤭 https://t.co/9KvV5Oaqw1,en,"[{'text': 'love', 'indices': [24, 29]}, {'text': 'boyfriend', 'indices': [30, 40]}, {'text': 'girlfriend', 'indices': [41, 52]}, {'text': 'bf', 'indices': [53, 56]}, {'text': 'gf', 'indices': [57, 60]}, {'text': 'nsfw', 'indices': [61, 66]}]","['love', 'boyfriend', 'girlfriend', 'bf', 'gf', 'nsfw']",🤩✨🤭,love gettin dis text 🤩 🤭,love gettin dis text 🤩 🤭,"['love', 'gettin', 'dis', 'text']","love,gettin,dis,text",0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,excitementclass
14374,1.24E+18,Fri Mar 13 23:59:46 +0000 2020,My head keeps saying corona virus in Cardi b’s voice loooool 😭🤣 she’s so funny,en,[],[],😭🤣,My head keeps saying corona virus in Cardi b’s voice loooool 🤣 she’s so funny,My head keeps saying corona virus Cardi b ’ voice loooool 🤣 ’ funny,"['my', 'head', 'keeps', 'saying', 'corona', 'virus', 'cardi', 'b', 'voice', 'loooool', 'funny']","my,head,keep,saying,corona,virus,cardi,b,voice,loooool,funny",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,1,excitementclass
14217,1.24E+18,Fri Mar 13 23:59:31 +0000 2020,"RT @TammyTimeCFC: 🤢🏆FT EURO 2020🏆🤢
SEMI FINAL MATCH ONE

@SznReece 
Vs
@LilChumpy15 

21 hour poll with winner decided tomorrow at 9PM due…",en,[],[],🤢🏆🏆🤢,: 🤢FT EURO 🤢 SEMI FINAL MATCH ONE Vs hour poll with winner decided tomorrow at PM due…,🤢FT EURO 🤢 SEMI FINAL MATCH ONE Vs hour poll winner decided tomorrow PM due…,"['ft', 'euro', 'semi', 'final', 'match', 'one', 'vs', 'hour', 'poll', 'winner', 'decided', 'tomorrow', 'pm', 'due']","ft,euro,semi,final,match,one,v,hour,poll,winner,decided,tomorrow,pm,due",0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0,2,2,excitementclass
14768,1.24E+18,Sat Mar 14 00:00:23 +0000 2020,"yall go clubbing, share blunts, drink off the same bottle then b tryna act scared of the virus hoe change yo ways for a little 🤣🤣🤣",en,[],[],🤣🤣🤣,"yall go clubbing, share blunts, drink off the same bottle then b tryna act scared of the virus hoe change yo ways for a little 🤣🤣🤣",yall go clubbing share blunts drink bottle b tryna act scared virus hoe change yo ways little 🤣🤣🤣,"['y', 'all', 'go', 'clubbing', 'share', 'blunts', 'drink', 'bottle', 'b', 'tryna', 'act', 'scared', 'virus', 'hoe', 'change', 'yo', 'ways', 'little']","y,all,go,clubbing,share,blunts,drink,bottle,b,tryna,act,scared,virus,hoe,change,yo,way,little",0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,excitementclass
14684,1.24E+18,Sat Mar 14 00:00:14 +0000 2020,RT @callielanejo: would not expect Tom Hanks’ kid to look like this 🤣,en,[],[],🤣,: would not eect Tom Hanks’ kid to look like this 🤣,would eect Tom Hanks ’ kid look like 🤣,"['would', 'eect', 'tom', 'hanks', 'kid', 'look', 'like']","would,eect,tom,hank,kid,look,like",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
14448,1.24E+18,Fri Mar 13 23:59:53 +0000 2020,RT @dms_out: How y’all use even a deadly virus to be pretentious is a true skill 🤣,en,[],[],🤣,: How y’all use even a deadly virus to be pretentious is a true skill 🤣,How ’ use even deadly virus pretentious true skill 🤣,"['how', 'use', 'even', 'deadly', 'virus', 'pretentious', 'true', 'skill']","how,use,even,deadly,virus,pretentious,true,skill",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
14510,1.24E+18,Fri Mar 13 23:59:59 +0000 2020,"RT @Marw3l: Stream Queen on her way 🙂❤️ #streaming, #Entertainer, #Love, #Gaming, #Irl, #Life https://t.co/7ONVtWfynM",en,"[{'text': 'streaming', 'indices': [40, 50]}, {'text': 'Entertainer', 'indices': [52, 64]}, {'text': 'Love', 'indices': [66, 71]}, {'text': 'Gaming', 'indices': [73, 80]}, {'text': 'Irl', 'indices': [82, 86]}, {'text': 'Life', 'indices': [88, 93]}]","['streaming', 'entertainer', 'love', 'gaming', 'irl', 'life']",🙂❤,": Stream Queen on her way ️ , , , , ,",Stream Queen way ️,"['stream', 'queen', 'way']","stream,queen,way",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,excitementclass
14505,1.24E+18,Fri Mar 13 23:59:59 +0000 2020,RT @CONTEMPRA_INN: Happy #Sheep raised with #Dogs  #Joy to see Kick up your hooves 🐑 🤣https://t.co/Ppel5YsbsS video via @MiHeroeSinCapa @CO…,en,"[{'text': 'Sheep', 'indices': [25, 31]}, {'text': 'Dogs', 'indices': [44, 49]}, {'text': 'Joy', 'indices': [51, 55]}]","['sheep', 'dogs', 'joy']",🐑🤣,: Happy raised with to see Kick up your hooves 🤣 video via …,Happy raised see Kick hooves 🤣 video via …,"['happy', 'raised', 'see', 'kick', 'hooves', 'video', 'via']","happy,raised,see,kick,hoof,video,via",0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,excitementclass
14537,1.24E+18,Sat Mar 14 00:00:01 +0000 2020,@freemanchari @fibionc 😀😀😀 I'm not touching Corona virus😀,en,[],[],😀😀😀😀,I'm not touching Corona virus,I 'm touching Corona virus,"['i', 'm', 'touching', 'corona', 'virus']","i,m,touching,corona,virus",0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,excitementclass
14613,1.24E+18,Sat Mar 14 00:00:07 +0000 2020,RT @MsLisaAppleton: It’s #OFFICIAL #EXCITED I have my very own #charmbracelet #talisman Lisa Appleton Collection ‘ which I collaborated wit…,en,"[{'text': 'OFFICIAL', 'indices': [25, 34]}, {'text': 'EXCITED', 'indices': [35, 43]}, {'text': 'charmbracelet', 'indices': [63, 77]}, {'text': 'talisman', 'indices': [78, 87]}]","['official', 'excited', 'charmbracelet', 'talisman']",,: It’s I have my very own Lisa Appleton Collection ‘ which I collaborated wit…,It ’ I Lisa Appleton Collection ‘ I collaborated wit…,"['it', 'i', 'lisa', 'appleton', 'collection', 'i', 'collaborated', 'wit']","it,i,lisa,appleton,collection,i,collaborated,wit",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
13244,1.24E+18,Fri Mar 13 23:58:00 +0000 2020,RT @gravessawyer: Why would they go to jasper hospital?!? 😭🤣😭🤣 that place cant cure a cold.,en,[],[],😭🤣😭🤣,: Why would they go to jasper hospital?!? 🤣🤣 that place cant cure a cold.,Why would go jasper hospital 🤣🤣 place cant cure cold,"['why', 'would', 'go', 'jasper', 'hospital', 'place', 'ca', 'nt', 'cure', 'cold']","why,would,go,jasper,hospital,place,ca,nt,cure,cold",0,0,0,0,0,0,2,0,0,2,2,0,2,0,0,2,2,0,2,excitementclass
13837,1.24E+18,Fri Mar 13 23:58:55 +0000 2020,"@PMOIndia 🙏🏻😄🌹🌈સુપ્રભાત, જય હિન્દ🙏🏻 please ask Indian scientists to check rabbies vaccine and it's combination for remedy of Corona Virus.",en,[],[],🙏🏻😄🌹🌈🙏🏻,"સુપ્રભાત, જય હિન્દ please ask Indian scientists to check rabbies vaccine and it's combination for remedy of Corona Virus.",સુપ્રભાત જય હિન્દ please ask Indian scientists check rabbies vaccine 's combination remedy Corona Virus,"['જય', 'please', 'ask', 'indian', 'scientists', 'check', 'rabbies', 'vaccine', 'combination', 'remedy', 'corona', 'virus']","જય,please,ask,indian,scientist,check,rabbies,vaccine,combination,remedy,corona,virus",0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,excitementclass
